1.56712,1.71724
6.1142,6.25536
9.30764,9.44916
12.11644,12.35104
15.1974,15.40112
18.7846,19.24216
21.09472,21.70772
24.5788,24.71928
27.63736,28.2668
30.63276,31.0916
34.50652,34.7454
38.07036,38.43904
40.85884,41.02744
44.39556,44.96136
48.6052,48.94336
53.72272,53.93152
56.79796,57.14364
59.76212,60.00484
62.90816,63.1482
67.65784,67.80624
75.50684,75.80116
79.16716,79.35236
81.93188,82.03444
85.82744,86.06784
92.29664,92.70232
94.69536,94.88384
97.82872,98.18148
101.08104,101.22516
103.97352,104.18788
107.88956,108.04228
111.85656,111.98064
115.0172,115.49628
118.92816,119.0622
121.87164,122.27676
125.30536,125.55172
131.58796,131.8958
137.19152,137.64824
142.25052,142.87292
145.27084,145.72132
148.20264,148.62568
151.2872,151.50592
153.82344,154.11016
157.18192,157.39076
159.9594,160.50252
163.4476,163.57304
168.56848,169.09412
171.697,172.01968
175.80124,175.92808
178.76264,179.1106
181.08188,181.70468
184.95824,185.28152
187.96964,188.23096
192.31132,192.6028
196.11972,196.4898
199.7022,199.93412
203.90932,204.3488
207.25208,207.66064
211.0486,211.34964
216.44264,216.61912
223.17704,223.88788
227.97116,228.1528
232.84248,233.08872
238.0202,238.49132
243.5378,244.24764
248.55496,249.20996
252.912,253.60492
256.21948,256.74384
259.79344,260.1852
264.15384,265.0404
266.5366,267.4718
266.58392,267.55056
268.62304,269.28024
269.59476,270.09776
271.63736,272.51384
272.7814,273.18492
274.90972,275.0784
276.43072,276.81196
281.8092,282.0516
287.4124,287.79376
291.95728,292.41436
295.86588,296.55116
301.59192,301.88644
307.94768,308.41272
315.33596,316.0136
319.2362,319.45176
326.15884,326.31676
331.07712,331.22304
334.8324,334.99716
340.69972,341.08236
343.64944,343.84716
347.47016,347.62848
352.0296,352.39324
358.70616,359.69236
364.47072,364.80344
371.28864,371.69032
376.52672,377.01412
382.46972,382.86172
389.2168,389.60616
393.05828,393.63644
399.21792,399.75924
403.75996,404.39348
410.5554,410.88932
414.59748,414.77656
421.45712,421.78868
424.5726,424.80692
428.94748,429.2044
434.27272,434.61
437.84944,438.03996
442.20192,442.39852
447.69416,447.9452
454.05412,454.41048
458.36804,458.69172
462.78712,463.22672
469.394,470.11256
478.44848,479.02396
483.75704,484.07884
488.90556,489.25016
492.55992,493.41388
497.59176,497.77048
502.61748,503.22192
508.356,508.71984
517.67996,518.06412
520.50692,520.71344
526.1268,526.80796
532.31452,532.6202
541.77284,542.51472
551.90736,552.462
557.4844,557.74424
563.69804,564.03052
571.71248,572.03448
578.05148,578.44876
587.47304,587.99096
594.96084,595.46412
